tweet_id	created_at	screen_name	searched_location	population	cleaned_location	user_location	place	latitude	longitude	tweet	hashtags	fav_count	retweet_count
8.475527406246584e+17	Thu Mar 30 20:54:54 +0000 2017	dadiniowa	iowa,usa	0.0	iowa,usa	Waterloo, Iowa	Waterloo, IA United States			Trump's #KeystoneXL pipeline plan faces new legal challenge.  The #KeystonePipeline isn't safe.  #WaterIsLife #NoKXL https://t.co/BNWrpByxMm	[KeystoneXL,KeystonePipeline,WaterIsLife,NoKXL]	0.0	0.0
8.473555725255803e+17	Thu Mar 30 07:51:26 +0000 2017	carrentalapp	agadir,morocco	921000.0	,morocco	Bengaluru, India	Morocco Morocco			#Rental #companies in United States and Canada, are going for complete fleet management automation https://t.co/TDpoWVeCVE #Morocco	[Rental,companies,Morocco]	4.0	3.0
8.47137720233345e+17	Wed Mar 29 17:25:46 +0000 2017	markhillary	tegucigalpa,honduras	1200000.0		Serra Negra, Brasil / Copan SP	Aguilares, El Salvador El Salvador			Chuck Sykes talks about #Sykes history in #elsalvador https://t.co/yis6UYRYMe @SYKES_US_Canada @SYKES_Global @Proesa_sv #proesa @NSAmericas	[Sykes,elsalvador,proesa]	3.0	6.0
8.4713426893346e+17	Wed Mar 29 17:12:03 +0000 2017	markhillary	tegucigalpa,honduras	1200000.0		Serra Negra, Brasil / Copan SP	Aguilares, El Salvador El Salvador			Great to see Chuck Sykes speaking at @Proesa_sv this morning @SYKES_US_Canada @SYKES_Global #elsalvador #cx #bpo… https://t.co/8mVS02aIgq	[elsalvador,cx,bpo]	1.0	0.0
8.471312010517258e+17	Wed Mar 29 16:59:51 +0000 2017	markhillary	tegucigalpa,honduras	1200000.0		Serra Negra, Brasil / Copan SP	Aguilares, El Salvador El Salvador			The wild west of weed: will legalisation work for Canada? https://t.co/YyY1arS2I9	[]	0.0	0.0
8.47408150168744e+17	Thu Mar 30 11:20:21 +0000 2017	ELarrissy	marseille,france	852000.0	,france	Siran, Languedoc 	Olonzac, France France			#TrumpRussia Key dossier fact verified  https://t.co/1IFY3KiVyV	[TrumpRussia]	0.0	1.0
8.441440187411128e+17	Tue Mar 21 11:09:52 +0000 2017	clhteaches	lanzhou,china	2088000.0	shenzhen,china	Shenzhen, China	People's Republic of China People's Republic of China			Chinese-Canadian author &amp; animator Trevor Lai inspires Gr3 with stories, experiences, &amp; characters BOOMi &amp; Piggy.… https://t.co/7dpT44de4I	[]	5.0	0.0
8.464422672043745e+17	Mon Mar 27 19:22:17 +0000 2017	IncomeProGuru	colombo,sri lanka	650000.0	toronto,canada	Toronto, Ontario	Sri Lanka Sri Lanka			Market Commentary - Toronto Real Estate Monthly Newsletter  https://t.co/ZWuSb6qPA4	[]	1.0	0.0
8.466800666585784e+17	Tue Mar 28 11:07:13 +0000 2017	therealherohere	lusaka,zambia	1110000.0	,zimbabwe	kuValley,Mazowe, Zimbabwe	Mashonaland Central, Zimbabwe Zimbabwe			#TIL Canada imposed sanctions against Zimbabwe	[TIL]	0.0	0.0
8.470709110481142e+17	Wed Mar 29 13:00:17 +0000 2017	EU_EESC	brussels,belgium	958000.0	brussels,belgium	Brussels	Brussels, Belgium Belgium			#CETA 🇨🇦is a new trade agreement between EU and Canada. Find out more https://t.co/iXRpW6qvjy and follow the live d… https://t.co/8SvkaPDe9t	[CETA]	6.0	9.0
8.472741332641219e+17	Thu Mar 30 02:27:49 +0000 2017	EstebanGrjn24	cordoba,argentina	1310000.0	,argentina	The Dark Side of The Moon	Córdoba, Argentina Argentina			""" you know i've been a fan of this canadian mofo for a long ass time "" @Drake"	[]	0.0	0.0
8.471033132292874e+17	Wed Mar 29 15:09:02 +0000 2017	NetCatNews	cordoba,argentina	1310000.0	,argentina	Planet Earth	Cañada de Gomez, Argentina Argentina			#news #summary:  #canada- #india health #care  #summit in delhi from  #thursday https://t.co/P8TNDhEXio	[news,summary,canada,india,care,summit,thursday]	1.0	0.0
8.468610349001155e+17	Tue Mar 28 23:06:19 +0000 2017	JeniferRaeS	cordoba,argentina	1310000.0	rosario,argentina	Santa Fe, Argentina	Rosario, Argentina Argentina			I'm dying at the fact that a girl asked me how I got to Argentina from Canada. Like yes girl, I rode my bike here.	[]	1.0	0.0
8.472020218287104e+17	Wed Mar 29 21:41:16 +0000 2017	TribLuis	bucaramanga,colombia	542000.0	,colombia		Medellín, Colombia Colombia			Best part was when Rose confidently mentioned McBride’s time with Toronto FC, which, as some of you know, never f****** happened.	[]	3.0	0.0
8.467015275070915e+17	Tue Mar 28 12:32:29 +0000 2017	CanadaEstonia	helsinki,finland	583000.0		Tallinn, Estonia	Tallinn, Estonia Estonia			#TMW2017 has started! On Thursday, March 30, four Canadian bands will perform at “Made in Canada” event. Check out:… https://t.co/UKHN7sAaRF	[TMW2017]	13.0	9.0
8.470654762451517e+17	Wed Mar 29 12:38:41 +0000 2017	Catotamae	lisbon,portugal	558000.0	,portugal	Dentu Street	Sintra, Portugal Portugal			my 25th birthday will be in toronto, yall invited to the party	[]	0.0	0.0
8.475964635007345e+17	Thu Mar 30 23:48:39 +0000 2017	AdamsFantasy	charlotte,usa	559000.0	,united states	 USA	North Carolina, USA United States			Vector Institute is just the latest in Canada's AI expansion - https://t.co/nLytGY8mZ6	[]	0.0	0.0
8.467197814746522e+17	Tue Mar 28 13:45:01 +0000 2017	travelsworld1	casablanca,morocco	3673000.0	jeddah,saudi	JEDDAH / SAUDI ARABIA	Grand Casablanca, Morocco Morocco			LUXURY / JORDANIAN BEACHS in AQABA RESORTS / RED SEA  ( CANADIAN TOURISTS COUPLE in RED SEA BEACHS )  AQABA RESORT… https://t.co/PpkfvMh8k1	[]	1.0	0.0
8.47598053716394e+17	Thu Mar 30 23:54:58 +0000 2017	tmj_cao_sales	mexicali,mexico	1000000.0	los angeles,usa	Orange County, CA	Ontario, CA United States	34.073986600000005	-117.6141457	Interested in a #job in #Ontario, CA? This could be a great fit: https://t.co/gFpsiAHcF8 #Sales #Hiring #CareerArc	[job,Ontario,Sales,Hiring,CareerArc]	0.0	0.0
8.469995753407037e+17	Wed Mar 29 08:16:49 +0000 2017	dr_maheshsharma	jaipur,india	3050000.0	delhi,india	Noida, India	New Delhi, India India			Meeting with Hon’ble Bardish Chagger, House Leader and Minister of Small Business and Tourism, Canada. https://t.co/NvFlJaMNOV	[]	105.0	21.0
8.475968565907415e+17	Thu Mar 30 23:50:12 +0000 2017	Ray_O_Johnson	bangkok,thailand	9100000.0	washington dc,usa	Washington DC Metro	Khlong Tan, Thailand Thailand			For Google, the AI Talent Race Leads Straight to Canada https://t.co/LtNDdMEULN	[]	0.0	0.0
8.475934322142577e+17	Thu Mar 30 23:36:36 +0000 2017	canberracanuck	sydney,australia	4400000.0	,australia	Australia	Canberra, Australian Capital Territory Australia			Today's surprise...#Australia has higher #corporatetax than #Canada on all 3 tables! https://t.co/RKvtgQJbMY	[Australia,corporatetax,Canada]	0.0	0.0
8.47588077212115e+17	Thu Mar 30 23:15:19 +0000 2017	KateAllman1	sydney,australia	4400000.0	sydney,australia	Sydney, New South Wales	Sydney, New South Wales Australia			@Cam_Walker Counting down!! Also, move to Canada and you won't have to count down at all... https://t.co/sCHb8qSauV	[]	1.0	0.0
8.472979897144934e+17	Thu Mar 30 04:02:37 +0000 2017	tdbtci66	santiago de los caballeros,dominican republic	1329000.0			Turks and Caicos Islands Turks and Caicos Islands			#TrumpRussiaCollusion   dossier key claim 'verified' https://t.co/zAVtLf8qcQ	[TrumpRussiaCollusion]	0.0	0.0
8.475714100210975e+17	Thu Mar 30 22:09:05 +0000 2017	biogerontology	moscow,russia	10524000.0	moscow,russia		Moscow, Russia Russia			Canada is already the world's capital for AI https://t.co/7DRECGyVSq	[]	0.0	0.0
8.47385193396568e+17	Thu Mar 30 09:49:08 +0000 2017	mohamadfaour973	hims,syria	823000.0	,lebanon		Lebanon Lebanon			@JustinTrudeau these are the future of Canada these are the best investment for best nation	[]	0.0	0.0
8.473845827018179e+17	Thu Mar 30 09:46:42 +0000 2017	mohamadfaour973	hims,syria	823000.0	,lebanon		Lebanon Lebanon			@AhmedDHussen hope to facilitate ours especially for medical and paramedical people wishing make canada new home thanks for all Canadians	[]	0.0	0.0
8.474040769459159e+17	Thu Mar 30 11:04:10 +0000 2017	MegBenfeito	kazan,russia	1115000.0	montreal,canada	Montreal	Kazan, Russia Russia			Not many people were aware of this situation, thank you @RC_Sports . https://t.co/HY97RVMaI4	[]	15.0	1.0
8.468185185449124e+17	Tue Mar 28 20:17:22 +0000 2017	ElUniversoM	fes,morocco	1009000.0	,spain	España	Spain Spain			Héctor R. Rojas, Phd, the best kept secret of NASA https://t.co/gqYJuJL1o6    Available Spanish edition at Amazon… https://t.co/Sp6NkFQfow	[]	7.0	4.0
8.467293909019402e+17	Tue Mar 28 14:23:12 +0000 2017	travelsworld1	fes,morocco	1009000.0	jeddah,saudi	JEDDAH / SAUDI ARABIA	Grand Casablanca, Morocco Morocco			LARGEST JORDANIAN BEACHS in DEAD SEA COAST ( CANADIAN TOURIST in LARGEST DEAD SEA BEACHS )  JORDAN https://t.co/8Hwwaln2DE	[]	0.0	0.0
8.467257565500416e+17	Tue Mar 28 14:08:46 +0000 2017	travelsworld1	fes,morocco	1009000.0	jeddah,saudi	JEDDAH / SAUDI ARABIA	Grand Casablanca, Morocco Morocco			AQABA RESORTS / CAMPING in JORDAN LAKES / TOURIST CANADIAN CHILDREN in AQABA BEACHS / GAMES  TRAVELS WORLD PICTURE https://t.co/7fwdhcFAxN	[]	0.0	0.0
8.475412438360637e+17	Thu Mar 30 20:09:13 +0000 2017	Napdaddi	stockholm,sweden	826000.0	stockholm,sweden	Stockholm, Sverige	Stockholm, Sweden Sweden			In Its 150th Year, Urge Canada to End the Commercial Seal Slaughter https://t.co/upiglJYdWR	[]	0.0	0.0
8.475693644759245e+17	Thu Mar 30 22:00:58 +0000 2017	Webasaurus_	rome,italy	2732000.0	,italy	Meatball City	Florence, Tuscany Italy			Canadian Softball tease was tight...toight like a tiger. @JarrodAlonge	[]	18.0	1.0
8.475987904669696e+17	Thu Mar 30 23:57:53 +0000 2017	Cav3manb0b	edmonton,canada	730000.0	edmonton,canada	Edmonton, Alberta	Edmonton, Alberta Canada			I wish Canada was making deals with vendors.  I suppose it would come down to the provinces.   There is a supply ch… https://t.co/ThxjSExWOV	[]	0.0	0.0
8.475977334938665e+17	Thu Mar 30 23:53:41 +0000 2017	cj_stout_	edmonton,canada	730000.0	edmonton,canada	Canada	Edmonton, Alberta Canada			"@JewhadiTM @CAIRNational Since when does @CAIRNational ""order"" any US Armed Forces to do anything? @potus @FBI… https://t.co/XjSrEQhDzq"	[]	10.0	8.0
8.470252115641795e+17	Wed Mar 29 09:58:42 +0000 2017	miraioritekita	fukuoka,japan	1450000.0	,japan		Niihama-shi, Ehime Japan			Jacqueline Fernandezさん  　Urge 🌎 to End the Slaughter!   Thank you very much!  @Asli_Jacqueline @peta #Canada #カナダ	[Canada,カナダ]	0.0	0.0
8.465719561618637e+17	Tue Mar 28 03:57:37 +0000 2017	eanbowman	fukuoka,japan	1450000.0	toronto,canada	Toronto, Ontario, Canada	Hatsukaichi-shi, Hiroshima Japan			Does anyone know how to get folding bikes in bike bags from #Japan to #Canada ? About 215 linear cm. #shipping… https://t.co/ORGDUcbLvc	[Japan,Canada,shipping]	3.0	1.0
8.470399856645612e+17	Wed Mar 29 10:57:24 +0000 2017	SautiSol	kampala,uganda	1420000.0	,kenya	Kenya	Kenya Kenya			Did you know that the world's most expensive Piano was designed by Canadian manufacturer Heintzman Pianos?… https://t.co/KicwFG8Vcb	[]	30.0	4.0
8.475455021576888e+17	Thu Mar 30 20:26:09 +0000 2017	RupertBAbbott	baku,azerbaijan	2040000.0	,azerbaijan	United Kingdom	Azerbaijan Azerbaijan			"Oh. ""The lawmakers also suggested Russian influence may have affected Britain's #Brexit vote last year"" #PutinBrexit https://t.co/pK86bFBlld"	[Brexit,PutinBrexit]	0.0	0.0
8.469641086709719e+17	Wed Mar 29 05:55:53 +0000 2017	havanhotel	ho chi minh city,vietnam	7100000.0	ho chi minh city,vietnam	Nha Trang, Vietnam	Khánh Hòa, Vietnam Vietnam	12.25	109.183	Caption: #siropderable #maplesyrup #quebec #canada  Folks,  You are a #canadien #canadian… https://t.co/zUDJtaw4B4	[siropderable,maplesyrup,quebec,canada,canadien,canadian]	0.0	0.0
8.467751592520458e+17	Tue Mar 28 17:25:04 +0000 2017	patrickjharris	ho chi minh city,vietnam	7100000.0	london,uk	London	Cambodia Cambodia			Maybe the ferret on his head is calling the shots too? Idiot  Trump to sweep away Obama climate change policies - https://t.co/eqLzjLpShp	[]	0.0	0.0
8.469905805886464e+17	Wed Mar 29 07:41:05 +0000 2017	Harlaso	medan,indonesia	1990000.0	medan,indonesia	North Sumatra, Indonesia	Medan Polonia, Indonesia Indonesia	3.58333	98.6667	For the improvement of the quality, we invited Prof. John Hooper from Canada to learn about… https://t.co/t046LlXT4W	[]	0.0	0.0
8.469674353160888e+17	Wed Mar 29 06:09:07 +0000 2017	gandarental	medan,indonesia	1990000.0	medan,indonesia	Medan	Medan Perjuangan, Indonesia Indonesia			Mr Aaron from Canada , want trip arround north sumatera for 2 weeks. https://t.co/cc8vamWiIi https://t.co/tNSgyNTWey	[]	2.0	0.0
8.467518977341358e+17	Tue Mar 28 15:52:38 +0000 2017	AnneBluebelle	medan,indonesia	1990000.0	,malaysia	Perak, Malaysia	Hulu Kinta, Perak Malaysia			10 Choices You Will Regret 10 Year Later @tsemtulku @MartinMKC #america #europe #australia #canada #newzealand #asia https://t.co/hlBt6HIufW	[america,europe,australia,canada,newzealand,asia]	0.0	0.0
8.475435529807872e+17	Thu Mar 30 20:18:24 +0000 2017	triniswinburn	santiago,chile	5278000.0	santiago,chile	Santiago / Chile	Las Condes, Chile Chile			Toronto is building an artificial intelligence institute https://t.co/U6exk9yZZa #Toronto #TO #AI #ArtificialIntelligence #tech #technology	[Toronto,TO,AI,ArtificialIntelligence,tech,technology]	3.0	2.0
8.471942801752515e+17	Wed Mar 29 21:10:31 +0000 2017	ElGuasonVZLA	ciudad guayana,venezuela	940000.0	,venezuela	Distrito Capital, Venezuela	Venezuela Venezuela			#ParleyDe4Logros #parley #29mar   🏀Toronto Raptors➡️GANA 🏀Boston Celtics➡️ALTA 🏀Sacramento Kings➡️RL+7 🏀Washington Wizards➡️RL+6  #Suerte..	[ParleyDe4Logros,parley,29mar,Suerte]	2.0	0.0
8.471942519979295e+17	Wed Mar 29 21:10:24 +0000 2017	ElGuasonVZLA	ciudad guayana,venezuela	940000.0	,venezuela	Distrito Capital, Venezuela	Venezuela Venezuela			#ParleyDe4Logros #parley #29mar   🏀Toronto Raptors➡️GANA 🏀Boston Celtics➡️ALTA 🏀Sacramento Kings➡️RL+7 🏀Washington Wizards➡️RL+6  #Suerte	[ParleyDe4Logros,parley,29mar,Suerte]	0.0	0.0
8.471939193351578e+17	Wed Mar 29 21:09:05 +0000 2017	ElGuasonVZLA	ciudad guayana,venezuela	940000.0	,venezuela	Distrito Capital, Venezuela	Venezuela Venezuela			#ParleyDe4Logros #parley #29mar   🏀Toronto Raptors➡️GANA 🏀Boston Celtics➡️ALTA 🏀Sacramento Kings➡️RL+7 🏀Washington Wizards➡️RL+6  #Suerte.	[ParleyDe4Logros,parley,29mar,Suerte]	0.0	1.0
8.475287421509181e+17	Thu Mar 30 19:19:33 +0000 2017	JustGontse	polokwane,south africa	0.0	,south africa	537 Paper Street 	Sandton, South Africa South Africa			Can't Have Everything + Glow. That's it. Back to back TRASH albums from the Canadian. Mans decline is very evident now.	[]	0.0	0.0
8.475765510886318e+17	Thu Mar 30 22:29:31 +0000 2017	divyaazad2	delhi,india	12100000.0	chandigarh,india	Chandigarh	Mohali, India India			Permanent residency in Canada to become easier for students pursuing longer courses https://t.co/iPCwPO9kMP @Canada #EducationinCanada	[EducationinCanada]	0.0	0.0
8.475850243670876e+17	Thu Mar 30 23:03:11 +0000 2017	NiTROACTiVE	merida,mexico	734000.0	,united states	United States	Isla Mujeres, Quintana Roo Mexico			Also, Mexico is the first international country I've been to for vacation in nearly 9 years. Canada was the last on… https://t.co/3ZMVcVI4Zu	[]	1.0	0.0
8.472616770368799e+17	Thu Mar 30 01:38:19 +0000 2017	jcardan1	merida,mexico	734000.0	boston,usa	Boston, Massachusetts	Solidaridad, Quintana Roo Mexico			Boom! Let's start impeachment proceedings please: https://t.co/ndghBlpR4W  #ImpeachTrump #NotMyPresident	[ImpeachTrump,NotMyPresident]	0.0	0.0
8.471996115593339e+17	Wed Mar 29 21:31:42 +0000 2017	el_reportero	merida,mexico	734000.0	,mexico	Distrito Federal, México	Solidaridad, Quintana Roo Mexico			"""... the rate of Americans being turned back by Canadian border guards at land crossings has skyrocketed 31 percent… https://t.co/F4dxIRX48N"	[]	4.0	2.0
8.467728965508506e+17	Tue Mar 28 17:16:05 +0000 2017	teamsuperrussia	ufa,russia	1023000.0	ufa,russia	Unicorn Island // HQ	Ufa, Russia Russia			@IISuperwomanII have you seen or heard of @OrphanBlack? It's a Canadian show with loads of strong females &amp; #GirlLove! #AskLilly	[GirlLove,AskLilly]	2.0	0.0
8.472229521437245e+17	Wed Mar 29 23:04:27 +0000 2017	JDSportsfan85	denver,usa	583000.0	denver,usa	Denver Colorado	Highlands Ranch, CO United States			@MSF_canada @jordan_epstein @pfizer @PfizerCA WE all call bullsh*t	[]	2.0	1.0
8.45873857407914e+17	Sun Mar 26 05:43:37 +0000 2017	Night_SUJU	yangon,burma	4468000.0	,thailand	ELF BABY IN'CLE	Amphoe Saraphi, Changwat Chiang Mai Thailand			In Its 150th Year, Urge Canada to End the Commercial Seal Slaughter! https://t.co/MgO86xpQgi via @PETA	[]	0.0	0.0
8.475562706304778e+17	Thu Mar 30 21:08:56 +0000 2017	AlannaZulkifli	oslo,norway	584000.0	oslo,norway	Oslo, Norway	Oslo, Norway Norway			Canada's influx of funding for #AI research and commercialization  could make it a leader in the field #deeplearning https://t.co/hQZgSHec4J	[AI,deeplearning]	2.0	1.0
8.47555834829779e+17	Thu Mar 30 21:07:12 +0000 2017	atlekil	oslo,norway	584000.0	,norway	Enebakk, Norge	Enebakk, Norge Norway			Foundation problem at Whistle Bend care facility 'minor issue' contractor says https://t.co/nMD2cSeiSg	[]	0.0	0.0
8.473264877493453e+17	Thu Mar 30 05:55:51 +0000 2017	Westad	oslo,norway	584000.0	oslo,norway	Holmlia, Oslo	Oslo, Norway Norway			The Nigerian bobsleigh team racing towards history - https://t.co/cGrai1sObX	[]	0.0	0.0
8.452789154301092e+17	Fri Mar 24 14:19:32 +0000 2017	RaulOcaranza1	la matanza,argentina	1255000.0	santiago,chile	ÜT: -27.784,-64.263 to Global	Santiago del Estero, Argentina Argentina			#Mobile #FF riend #hpy_weekend! in #RichmondHill @tenbaggerpick #Ottawa @SolaceSystems #Toronto @rennym @plasticmobile @TrevorTynes	[Mobile,FF,hpy_weekend,RichmondHill,Ottawa,Toronto]	0.0	0.0
8.475860022186353e+17	Thu Mar 30 23:07:04 +0000 2017	xertx3	cebu city,philippines	747000.0	,philippines		Central Visayas, Republic of the Philippines Republic of the Philippines			Canada: School computer lab becomes mini-mosque, student told, “God loves only Muslims”	[]	0.0	0.0
8.475072998369772e+17	Thu Mar 30 17:54:20 +0000 2017	kireishera	cebu city,philippines	747000.0	,philippines	Philippines	Dumaguete City, Central Visayas Republic of the Philippines			Canada is legalizing weed next year,  which makes it even more appealing. 😊	[]	1.0	0.0
8.47436865535746e+17	Thu Mar 30 13:14:28 +0000 2017	romanus54531	barcelona,spain	1673000.0	,united states	United States	United States United States			Do you know about Facebook Help @1-844-746-2972 team? For USA&amp;CANADA https://t.co/8DJmw9lBMK	[]	0.0	0.0
8.473996686611456e+17	Thu Mar 30 10:46:39 +0000 2017	myameens	hyderabad,pakistan	1447000.0	,pakistan	pickering, ontario, canada	Drigh Road, Pakistan Pakistan			Toronto@Karachi: Disastrous Report of Karachitis: Seven Families total 42 adults checked 4 BP Level. Just one had normal. Rest with High BP	[]	0.0	0.0
8.455790137079808e+17	Sat Mar 25 10:12:01 +0000 2017	PESQUISAMINERAL	fortaleza,brazil	2506000.0	,brazil	Brasil	Parnamirim, Brasil Brazil			Canadian Orebodies Mobilizes Drill to Hemlo North Limb Property-https://t.co/anUekUbphH	[]	0.0	0.0
8.475096461936353e+17	Thu Mar 30 18:03:40 +0000 2017	STXparanormal	monterrey,mexico	2057000.0	texas,usa	Mcallen,Texas	Edinburg, TX United States			Russia 'tried to hijack US election', says US senator - https://t.co/o61SMQKGy6 nunes is on trumps payroll he must step out #theresistance	[theresistance]	0.0	0.0
